PARTNER GROWTH & VELOCITY: WORKLOAD STAGE PROGRESSION & DRP CAPABILITY,,,,,,,,,,,,,
"Partner: Kyndryl Brasil | Partner Engineer: Thiago da Ponte | Scope: Q3 2026 (July, August, September)",,,,,,,,,,,,,
Last Sync: 24 - Sep 2026 | Source: Concord BigQuery (Workload History & DRP Master) | Unified 14-Col Schema,,,,,,,,,,,,,
,,,,,,,,,,,,,
1. WORKLOAD GROWTH: STAGE ADVANCEMENTS (0-2 ➔ 3 & 3 ➔ 4.1),,,,,,,,,,,,,
Stage Transition,July (#),July ($ ARR),August (#),August ($ ARR),September (#),September ($ ARR),Q3 Total (#),Q3 Total ($ ARR),Share of Moved Deals,Top Pillar,Avg Deal ARR,Velocity Momentum,Status
KYNFSPMH7,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,August,2026-08-09,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNYACHQ2,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,August,2026-08-09,19.0,29.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNYACHQ2,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,August,2026-08-09,19.0,34.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNITXER3,Data & Analytics,Dataproc,Tier 4 ➔ Tier 3,August,2026-08-09,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNITXER3,Data & Analytics,Looker,Tier 4 ➔ Tier 3,August,2026-08-09,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNITXER3,Data & Analytics,Dataflow,Tier 4 ➔ Tier 3,August,2026-08-09,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNITXER3,Databases,Cloud SQL,Tier 3 ➔ Tier 2,August,2026-08-09,24.0,44.0,+20.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNCMDSO6,Databases,Cloud SQL,Tier 4 ➔ Tier 3,August,2026-08-09,5.0,20.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNACIUL3,Databases,Cloud SQL,Tier 4 ➔ Tier 3,August,2026-08-09,19.0,34.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNCMDSO6,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,August,2026-08-09,5.0,20.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNITXER3,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,August,2026-08-09,24.0,44.0,+20.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNDNH2V3,Infrastructure Modernization,Google Cloud Networking,Tier 2 ➔ Tier 1,August,2026-08-09,49.0,69.0,+20.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNACIUL3,Infrastructure Modernization,Google Compute Engine,Tier 2 ➔ Tier 1,August,2026-08-09,39.0,54.0,+15.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNTRWS10,Infrastructure Modernization,Google Compute Engine,Tier 2 ➔ Tier 1,August,2026-08-09,44.0,54.0,+10.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNCMDSO6,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,August,2026-08-09,5.0,20.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRKHCK7,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,August,2026-08-09,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNDNH2V3,Infrastructure Modernization,Google Compute Engine,Tier 2 ➔ Tier 1,August,2026-08-09,44.0,64.0,+20.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNGETVZ1,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,August,2026-08-09,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNHOJXZ6,Infrastructure Modernization,Google Cloud Networking,Tier 3 ➔ Tier 2,August,2026-08-09,34.0,39.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNACIUL3,Infrastructure Modernization,Google Cloud Networking,Tier 2 ➔ Tier 1,August,2026-08-09,39.0,54.0,+15.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNSVCRB5,Security,Cloud Security,Tier 4 ➔ Tier 3,August,2026-08-09,16.0,21.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMMREF0,Security,Cloud Security,Tier 4 ➔ Tier 3,August,2026-08-09,17.0,22.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNTPMPC0,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,August,2026-08-10,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPPTWG5,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,August,2026-08-11,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNJGDYM5,Artificial Intelligence,Gemini Enterprise,Tier 3 ➔ Tier 2,August,2026-08-11,25.0,40.0,+15.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNPHONA2,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,August,2026-08-11,15.0,25.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPHONA2,Artificial Intelligence,Gemini Enterprise,Tier 3 ➔ Tier 2,August,2026-08-11,30.0,40.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNJGDYM5,Artificial Intelligence,AI Applications,Tier 4 ➔ Tier 3,August,2026-08-11,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNLPNAT0,Application Modernization,Cloud Run,Tier 4 ➔ Tier 3,August,2026-08-12,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNJRQTV6,Application Modernization,Apigee API Management,Tier 4 ➔ Tier 3,August,2026-08-12,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNITXER3,Application Modernization,Cloud Run,Tier 2 ➔ Tier 1,August,2026-08-12,49.0,70.0,+21.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNITXER3,Application Modernization,Apigee API Management,Tier 4 ➔ Tier 3,August,2026-08-12,19.0,29.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMVIZJ9,Application Modernization,Apigee API Management,Tier 4 ➔ Tier 3,August,2026-08-12,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNLPNAT0,Application Modernization,Apigee API Management,Tier 4 ➔ Tier 3,August,2026-08-12,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNJHPHM4,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 2 ➔ Tier 1,August,2026-08-12,49.0,54.0,+5.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNJRQTV6,Artificial Intelligence,Gemini Enterprise,Tier 2 ➔ Tier 1,August,2026-08-12,45.0,50.0,+5.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNJRQTV6,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 2 ➔ Tier 1,August,2026-08-12,45.0,50.0,+5.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNITXER3,Data & Analytics,Dataproc,Tier 3 ➔ Tier 2,August,2026-08-12,24.0,49.0,+25.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNJPJLX0,Data & Analytics,Looker,Tier 4 ➔ Tier 3,August,2026-08-12,9.0,34.0,+25.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMTNVB7,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,August,2026-08-12,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNCBUSY4,Data & Analytics,Dataproc,Tier 4 ➔ Tier 3,August,2026-08-12,5.0,25.0,+20.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNJTXAE5,Data & Analytics,Dataproc,Tier 4 ➔ Tier 3,August,2026-08-12,9.0,29.0,+20.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNITXER3,Data & Analytics,Looker,Tier 3 ➔ Tier 2,August,2026-08-12,24.0,49.0,+25.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNCBUSY4,Data & Analytics,Looker,Tier 4 ➔ Tier 3,August,2026-08-12,5.0,30.0,+25.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNJTXAE5,Data & Analytics,Looker,Tier 4 ➔ Tier 3,August,2026-08-12,9.0,34.0,+25.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNITXER3,Infrastructure Modernization,Google Compute Engine,Tier 2 ➔ Tier 1,August,2026-08-12,44.0,54.0,+10.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNMMBMQ2,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,August,2026-08-12,5.0,25.0,+20.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSTECW8,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,August,2026-08-12,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMVIZJ9,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,August,2026-08-12,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNCBUSY4,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,August,2026-08-12,15.0,25.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNITXER3,Security,Cloud Security,Tier 3 ➔ Tier 2,August,2026-08-12,29.0,39.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNDNH2V3,Security,Cloud Security,Tier 3 ➔ Tier 2,August,2026-08-12,29.0,39.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNPCJGW8,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,August,2026-08-13,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPSRYH5,Infrastructure Modernization,Google Cloud Networking,Tier 3 ➔ Tier 2,August,2026-08-13,33.0,38.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNSKWBQ4,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,August,2026-08-13,30.0,35.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNVJQNC4,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,August,2026-08-14,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRKRIE1,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,August,2026-08-14,14.0,29.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNJANIT9,Artificial Intelligence,Gemini Enterprise,Tier 3 ➔ Tier 2,August,2026-08-14,34.0,44.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNMMREF0,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,August,2026-08-14,17.0,22.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMTEMB0,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,August,2026-08-14,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNVJQNC4,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,August,2026-08-14,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNVJQNC4,Infrastructure Modernization,Google Compute Engine,Tier 2 ➔ Tier 1,August,2026-08-14,49.0,54.0,+5.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNHTMEX8,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,August,2026-08-14,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNCKMGC0,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,August,2026-08-16,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNARFWH7,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,August,2026-08-16,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNHTMEX8,Security,Cloud Security,Tier 4 ➔ Tier 3,August,2026-08-16,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNYIZAW9,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,August,2026-08-17,16.0,21.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNVSDQT3,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,August,2026-08-18,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNYHF880,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,August,2026-08-18,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNAKYMB8,Infrastructure Modernization,Google Cloud VMware Engine,Tier 4 ➔ Tier 3,August,2026-08-18,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSGUXI6,Security,Security Command Center,Tier 4 ➔ Tier 3,August,2026-08-18,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNNBVCV5,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,August,2026-08-19,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNNSBJL4,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,August,2026-08-19,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNNBVCV5,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,August,2026-08-19,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNAEQKN8,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,August,2026-08-19,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNDKUXE4,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,August,2026-08-20,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNDKUNN6,Application Modernization,Cloud Run,Tier 4 ➔ Tier 3,August,2026-08-20,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNHKYEL0,Application Modernization,Google Kubernetes Engine,Tier 2 ➔ Tier 1,August,2026-08-20,49.0,54.0,+5.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNRRPEY1,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,August,2026-08-20,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMBBMU1,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,August,2026-08-20,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNVSPMJ3,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,August,2026-08-20,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNGDRJD5,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,August,2026-08-20,10.0,25.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNDKUNN6,Data & Analytics,Dataflow,Tier 4 ➔ Tier 3,August,2026-08-20,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPDPNN7,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,August,2026-08-20,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNJHIFA9,Infrastructure Modernization,Google Cloud Networking,Tier 3 ➔ Tier 2,August,2026-08-20,29.0,39.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNRSXZA3,Infrastructure Modernization,Google Cloud Networking,Tier 3 ➔ Tier 2,August,2026-08-20,31.0,36.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNRRPEY1,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,August,2026-08-20,19.0,29.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNAPSLQ0,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,August,2026-08-20,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSRPGS0,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,August,2026-08-20,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMBBMU1,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,August,2026-08-20,34.0,44.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNRRRMM5,Infrastructure Modernization,Google Cloud VMware Engine,Tier 3 ➔ Tier 2,August,2026-08-20,34.0,39.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNJHIFA9,Infrastructure Modernization,Google Compute Engine,Tier 2 ➔ Tier 1,August,2026-08-20,39.0,54.0,+15.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNUKNNC1,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,August,2026-08-20,30.0,35.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNSPFGM5,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,August,2026-08-20,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRRRMM5,Infrastructure Modernization,Google Compute Engine,Tier 2 ➔ Tier 1,August,2026-08-20,49.0,59.0,+10.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNSMVVR0,Infrastructure Modernization,Google Cloud VMware Engine,Tier 4 ➔ Tier 3,August,2026-08-20,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNHKYEL0,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,August,2026-08-20,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRRPEY1,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,August,2026-08-20,19.0,29.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNDKUNN6,Infrastructure Modernization,Google Compute Engine,Tier 2 ➔ Tier 1,August,2026-08-20,44.0,54.0,+10.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNADNLB6,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,August,2026-08-20,19.0,29.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMBBMU1,Infrastructure Modernization,Google Cloud Networking,Tier 3 ➔ Tier 2,August,2026-08-20,29.0,39.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNRRPEY1,Security,Cloud Security,Tier 4 ➔ Tier 3,August,2026-08-20,19.0,29.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRRRMM5,Security,Cloud Security,Tier 4 ➔ Tier 3,August,2026-08-20,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNAWUYS0,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,August,2026-08-21,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNVCE721,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,August,2026-08-21,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNNPBCM8,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,August,2026-08-21,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNAWUYS0,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,August,2026-08-21,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNJSLEY6,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,August,2026-08-21,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPNWBN6,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,August,2026-08-25,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMMYQY4,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,August,2026-08-25,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNEGLLV2,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,August,2026-08-25,10.0,30.0,+20.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNAVDLD1,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,August,2026-08-25,10.0,25.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNVKILE1,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,August,2026-08-25,15.0,30.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNTRWS10,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,August,2026-08-25,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRLTJW8,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,August,2026-08-25,18.0,23.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNTRWS10,Databases,Cloud SQL,Tier 4 ➔ Tier 3,August,2026-08-25,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNARFWH7,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,August,2026-08-25,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSCQLL3,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,August,2026-08-25,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNKTEZX9,Infrastructure Modernization,Google Cloud Networking,Tier 3 ➔ Tier 2,August,2026-08-25,30.0,35.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNSCQLL3,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,August,2026-08-25,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSOPJQ4,Infrastructure Modernization,Google Cloud Networking,Tier 3 ➔ Tier 2,August,2026-08-25,30.0,35.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNFF2X30,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,August,2026-08-25,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNEMPTD3,Security,Cloud Security,Tier 4 ➔ Tier 3,August,2026-08-25,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNAVDLD1,Security,Cloud Security,Tier 4 ➔ Tier 3,August,2026-08-25,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSAURI8,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,August,2026-08-26,15.0,25.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSAURI8,Application Modernization,Apigee API Management,Tier 4 ➔ Tier 3,August,2026-08-26,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSAURI8,Application Modernization,Cloud Run,Tier 4 ➔ Tier 3,August,2026-08-26,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSAURI8,Artificial Intelligence,AI Applications,Tier 4 ➔ Tier 3,August,2026-08-26,15.0,25.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNGBLHZ6,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,August,2026-08-26,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNTRWS10,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,August,2026-08-26,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSAURI8,Data & Analytics,Dataflow,Tier 4 ➔ Tier 3,August,2026-08-26,15.0,25.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSAURI8,Data & Analytics,Dataproc,Tier 4 ➔ Tier 3,August,2026-08-26,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSAURI8,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,August,2026-08-26,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSAURI8,Security,Security Command Center,Tier 4 ➔ Tier 3,August,2026-08-26,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSAURI8,Security,Cloud Security,Tier 4 ➔ Tier 3,August,2026-08-26,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNLBALC8,Application Modernization,Cloud Run,Tier 4 ➔ Tier 3,August,2026-08-27,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPSEDN6,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,August,2026-08-27,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNLBALC8,Infrastructure Modernization,Google Cloud VMware Engine,Tier 4 ➔ Tier 3,August,2026-08-27,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNLBALC8,Security,Cloud Security,Tier 4 ➔ Tier 3,August,2026-08-27,19.0,29.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
