Partner Name,Pillar,Solution (Sales Play),Product,Tier 1 Profiles Count,Tier 2 Profiles Count,Total Tier 1 & 2 Profiles,Capacity Status (DRP vs Workloads)
Valle Group Soluções e Entrenimento Eirelle Me,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - Agent Assist,,2,2,🟢 Ready (2 profiles)
Valle Group Soluções e Entrenimento Eirelle Me,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CCaaS,,,,⚪ No Active Demand
Valle Group Soluções e Entrenimento Eirelle Me,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Agent Studio,,,,⚪ No Active Demand
Valle Group Soluções e Entrenimento Eirelle Me,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Insights,,,,⚪ No Active Demand
Valle Group Soluções e Entrenimento Eirelle Me,Artificial Intelligence,Gemini Enterprise for Customer Experience,Gemini Enterprise Agent Platform,1,1,2,🟢 Ready (2 profiles)
Valle Group Soluções e Entrenimento Eirelle Me,Artificial Intelligence,Leverage Generative Media in your Business,Gemini Enterprise Agent Platform,1,1,2,🟢 Ready (2 profiles)
Valle Group Soluções e Entrenimento Eirelle Me,Artificial Intelligence,Scale AI Apps and Agents,AI Applications,,2,2,🟢 Ready (2 profiles)
Valle Group Soluções e Entrenimento Eirelle Me,Artificial Intelligence,Scale AI Apps and Agents,Gemini Enterprise Agent Platform,1,1,2,🟢 Ready (2 profiles)
Valle Group Soluções e Entrenimento Eirelle Me,Artificial Intelligence,Your Business. Your Models.,Gemini Enterprise Agent Platform,1,1,2,🟢 Ready (2 profiles)
Valle Group Soluções e Entrenimento Eirelle Me,Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",BigQuery,,,,⚪ No Active Demand
Valle Group Soluções e Entrenimento Eirelle Me,Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",Dataflow,,,,⚪ No Active Demand
Valle Group Soluções e Entrenimento Eirelle Me,Data & Analytics,The AI Ready Data Cloud,BigQuery,,,,⚪ No Active Demand
Valle Group Soluções e Entrenimento Eirelle Me,Data & Analytics,The AI Ready Data Cloud,Dataflow,,,,⚪ No Active Demand
Valle Group Soluções e Entrenimento Eirelle Me,Data & Analytics,The AI Ready Data Cloud,Dataproc,,,,⚪ No Active Demand
Valle Group Soluções e Entrenimento Eirelle Me,Data & Analytics,The AI Ready Data Cloud,Looker,,,,⚪ No Active Demand
Valle Group Soluções e Entrenimento Eirelle Me,Databases,"Migrate, Modernize, and Build with Data Cloud",AlloyDB for PostgreSQL,,,,⚪ No Active Demand
Valle Group Soluções e Entrenimento Eirelle Me,Databases,"Migrate, Modernize, and Build with Data Cloud",Cloud SQL,,,,⚪ No Active Demand
Valle Group Soluções e Entrenimento Eirelle Me,Databases,"Migrate, Modernize, and Build with Data Cloud",Spanner,,,,⚪ No Active Demand
Valle Group Soluções e Entrenimento Eirelle Me,Databases,The AI Ready Data Cloud,AlloyDB for PostgreSQL,,,,⚪ No Active Demand
Valle Group Soluções e Entrenimento Eirelle Me,Databases,The AI Ready Data Cloud,Cloud SQL,,,,⚪ No Active Demand
Valle Group Soluções e Entrenimento Eirelle Me,Databases,The AI Ready Data Cloud,Spanner,,,,⚪ No Active Demand
Valle Group Soluções e Entrenimento Eirelle Me,Infrastructure Modernization,Enterprise Platform of Choice: Oracle,Oracle,,,,⚪ No Active Demand
Valle Group Soluções e Entrenimento Eirelle Me,Infrastructure Modernization,Enterprise Platform of Choice: SAP,SAP on Google Cloud,,,,⚪ No Active Demand
Valle Group Soluções e Entrenimento Eirelle Me,Infrastructure Modernization,Enterprise Platform of Choice: VMware,Google Cloud VMware Engine,,,,⚪ No Active Demand
Valle Group Soluções e Entrenimento Eirelle Me,Infrastructure Modernization,"Migrate, Modernize and Build",Google Cloud Networking,,,,⚪ No Active Demand
Valle Group Soluções e Entrenimento Eirelle Me,Infrastructure Modernization,"Migrate, Modernize and Build",Google Compute Engine,,,,⚪ No Active Demand
Valle Group Soluções e Entrenimento Eirelle Me,Infrastructure Modernization,Sovereignty,Google Distributed Cloud,,,,⚪ No Active Demand
Valle Group Soluções e Entrenimento Eirelle Me,Security,Agentic Defense with Google Security,Google Threat Intelligence,,,,⚪ No Active Demand
Valle Group Soluções e Entrenimento Eirelle Me,Security,Agentic Defense with Google Security,Security Command Center,,,,⚪ No Active Demand
Valle Group Soluções e Entrenimento Eirelle Me,Security,Agentic Defense with Google Security,Security Operations,,,,⚪ No Active Demand
Valle Group Soluções e Entrenimento Eirelle Me,Security,Secure Innovation with Google Cloud,Cloud Security,,,,⚪ No Active Demand
Valle Group Soluções e Entrenimento Eirelle Me,Workspace,Agentic Workplace Transformation,Workspace,,,,⚪ No Active Demand
Autenticare Consultoria e Desenvolvimento de Software Ltda.,Application Modernization,"Migrate, Modernize and Build",Apigee API Management,,,,⚪ No Active Demand
Autenticare Consultoria e Desenvolvimento de Software Ltda.,Application Modernization,"Migrate, Modernize and Build",Cloud Run,,,,⚪ No Active Demand
Autenticare Consultoria e Desenvolvimento de Software Ltda.,Application Modernization,"Migrate, Modernize and Build",Google Kubernetes Engine,,,,⚪ No Active Demand
Autenticare Consultoria e Desenvolvimento de Software Ltda.,Artificial Intelligence,Agentic Workplace Transformation,Gemini Enterprise,4,,4,🟡 Constrained (4 DRP / 9 wkls)
Autenticare Consultoria e Desenvolvimento de Software Ltda.,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - Agent Assist,,,,⚪ No Active Demand
Autenticare Consultoria e Desenvolvimento de Software Ltda.,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CCaaS,,,,⚪ No Active Demand
Autenticare Consultoria e Desenvolvimento de Software Ltda.,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Agent Studio,,,,⚪ No Active Demand
Autenticare Consultoria e Desenvolvimento de Software Ltda.,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Insights,,,,⚪ No Active Demand
Autenticare Consultoria e Desenvolvimento de Software Ltda.,Artificial Intelligence,Gemini Enterprise for Customer Experience,Gemini Enterprise Agent Platform,2,2,4,🟢 Ready (4 profiles)
Autenticare Consultoria e Desenvolvimento de Software Ltda.,Artificial Intelligence,Leverage Generative Media in your Business,Gemini Enterprise Agent Platform,2,2,4,🟢 Ready (4 profiles)
Autenticare Consultoria e Desenvolvimento de Software Ltda.,Artificial Intelligence,Scale AI Apps and Agents,AI Applications,,,,⚪ No Active Demand
Autenticare Consultoria e Desenvolvimento de Software Ltda.,Artificial Intelligence,Scale AI Apps and Agents,Gemini Enterprise Agent Platform,2,2,4,🟢 Ready (4 profiles)
Autenticare Consultoria e Desenvolvimento de Software Ltda.,Artificial Intelligence,Your Business. Your Models.,Gemini Enterprise Agent Platform,2,2,4,🟢 Ready (4 profiles)
Autenticare Consultoria e Desenvolvimento de Software Ltda.,Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",BigQuery,,,,⚪ No Active Demand
Autenticare Consultoria e Desenvolvimento de Software Ltda.,Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",Dataflow,,,,⚪ No Active Demand
Autenticare Consultoria e Desenvolvimento de Software Ltda.,Data & Analytics,The AI Ready Data Cloud,BigQuery,,,,⚪ No Active Demand
Autenticare Consultoria e Desenvolvimento de Software Ltda.,Data & Analytics,The AI Ready Data Cloud,Dataflow,,,,⚪ No Active Demand
Autenticare Consultoria e Desenvolvimento de Software Ltda.,Data & Analytics,The AI Ready Data Cloud,Dataproc,,,,⚪ No Active Demand
Autenticare Consultoria e Desenvolvimento de Software Ltda.,Data & Analytics,The AI Ready Data Cloud,Looker,,,,⚪ No Active Demand
Autenticare Consultoria e Desenvolvimento de Software Ltda.,Databases,"Migrate, Modernize, and Build with Data Cloud",AlloyDB for PostgreSQL,,,,⚪ No Active Demand
Autenticare Consultoria e Desenvolvimento de Software Ltda.,Databases,"Migrate, Modernize, and Build with Data Cloud",Cloud SQL,,,,🔴 Gap (0 DRP / 1 wkls)
Autenticare Consultoria e Desenvolvimento de Software Ltda.,Databases,"Migrate, Modernize, and Build with Data Cloud",Spanner,,,,⚪ No Active Demand
Autenticare Consultoria e Desenvolvimento de Software Ltda.,Databases,The AI Ready Data Cloud,AlloyDB for PostgreSQL,,,,⚪ No Active Demand
Autenticare Consultoria e Desenvolvimento de Software Ltda.,Databases,The AI Ready Data Cloud,Cloud SQL,,,,⚪ No Active Demand
Autenticare Consultoria e Desenvolvimento de Software Ltda.,Databases,The AI Ready Data Cloud,Spanner,,,,⚪ No Active Demand
Autenticare Consultoria e Desenvolvimento de Software Ltda.,Infrastructure Modernization,Enterprise Platform of Choice: Oracle,Oracle,,,,⚪ No Active Demand
Autenticare Consultoria e Desenvolvimento de Software Ltda.,Infrastructure Modernization,Enterprise Platform of Choice: SAP,SAP on Google Cloud,,,,⚪ No Active Demand
Autenticare Consultoria e Desenvolvimento de Software Ltda.,Infrastructure Modernization,Enterprise Platform of Choice: VMware,Google Cloud VMware Engine,,,,⚪ No Active Demand
Autenticare Consultoria e Desenvolvimento de Software Ltda.,Infrastructure Modernization,"Migrate, Modernize and Build",Google Cloud Networking,,,,🔴 Gap (0 DRP / 1 wkls)
Autenticare Consultoria e Desenvolvimento de Software Ltda.,Infrastructure Modernization,"Migrate, Modernize and Build",Google Compute Engine,,,,⚪ No Active Demand
Autenticare Consultoria e Desenvolvimento de Software Ltda.,Infrastructure Modernization,Sovereignty,Google Distributed Cloud,,,,⚪ No Active Demand
Autenticare Consultoria e Desenvolvimento de Software Ltda.,Security,Agentic Defense with Google Security,Google Threat Intelligence,,,,⚪ No Active Demand
Autenticare Consultoria e Desenvolvimento de Software Ltda.,Security,Agentic Defense with Google Security,Security Command Center,,,,⚪ No Active Demand
Autenticare Consultoria e Desenvolvimento de Software Ltda.,Security,Agentic Defense with Google Security,Security Operations,,,,⚪ No Active Demand
Autenticare Consultoria e Desenvolvimento de Software Ltda.,Security,Secure Innovation with Google Cloud,Cloud Security,,,,⚪ No Active Demand
Autenticare Consultoria e Desenvolvimento de Software Ltda.,Workspace,Agentic Workplace Transformation,Workspace,,,,⚪ No Active Demand
